accuracy,loss,val_accuracy,val_loss,learning_rate
0.3854166567325592,1.4959572553634644,0.20000000298023224,1.8980343341827393,0.0003000000142492354
0.38229167461395264,1.3775206804275513,0.20000000298023224,2.366568088531494,0.0003000000142492354
0.4364583194255829,1.2910960912704468,0.08749999850988388,2.3144631385803223,0.0003000000142492354
0.43541666865348816,1.2242025136947632,0.17499999701976776,1.9070770740509033,0.0003000000142492354
0.4520833194255829,1.1532076597213745,0.3375000059604645,1.641614556312561,0.0003000000142492354
0.47083333134651184,1.1265180110931396,0.23749999701976776,1.7217649221420288,0.0003000000142492354
0.49687498807907104,1.0937902927398682,0.3125,1.578223705291748,0.0003000000142492354
0.5072916746139526,1.0581039190292358,0.4000000059604645,1.6291630268096924,0.0003000000142492354
0.4989583194255829,1.0194019079208374,0.4437499940395355,1.3465349674224854,0.0003000000142492354
0.59375,0.9254217147827148,0.39375001192092896,2.1070263385772705,0.0003000000142492354
0.5802083611488342,0.9595842361450195,0.24375000596046448,2.1257541179656982,0.0003000000142492354
0.6364583373069763,0.8149252533912659,0.28125,2.386396884918213,0.0003000000142492354
0.6677083373069763,0.7851508259773254,0.4312500059604645,1.6603721380233765,0.0003000000142492354
0.71875,0.6735859513282776,0.3375000059604645,1.8078094720840454,0.0001500000071246177
0.7270833253860474,0.6251393556594849,0.41874998807907104,2.1257407665252686,0.0001500000071246177
0.7489583492279053,0.5762408971786499,0.375,1.893671989440918,0.0001500000071246177
0.7541666626930237,0.564039945602417,0.40625,2.1975388526916504,0.0001500000071246177
0.7729166746139526,0.5039056539535522,0.40625,1.7800731658935547,7.500000356230885e-05
0.762499988079071,0.48386067152023315,0.3499999940395355,2.0951550006866455,7.500000356230885e-05
